conversation_history	query	rewrited_query	answer	unique_idx	refered_turn	candidates
"['turn 1: I need a contact summary for content://com.app.addressbook/contacts/404. -> Contact summary for content://com.app.addressbook/contacts/404: John Smith – Phone: 555-987-6543, Email: john.smith@domain.com, Address: 456 Oak Avenue, Metropolis, NY 10001.', 'turn 2: Retrieve additional info from contact://info/emergency. -> Here’s the emergency info: 911.', 'turn 3: Call 911 now. -> Calling 911...', ""turn 4: Add 911 as a contact with name Emergency Services -> Done\xa0– 'Emergency Services' (911) has been saved. Find it at content://contacts/people/emergency_services""]"	View the contact details for that entry.	Navigate to 123 Business Rd	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/emergency_services'}}	get_contact_info-1011-get_contact_info_from_uri-1_NR-dial-1-ACTION_INSERT_CONTACT-1-ACTION_VIEW_CONTACT-1	1	['ACTION_EDIT_ALARM', 'ACTION_SET_ALARM', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_CALL_LOG', 'ACTION_VIEW_RECENT_APPS']
"['turn 1: Modify Jack’s email to jack@newmail.com and address to 42 Wallaby Way, Sydney. Contact: content://contacts/people/jackp. -> All set! Jack’s email is now jack@newmail.com and his address is updated to 42 Wallaby Way, Sydney.', 'turn 2: Show me content://contacts/people/jackp contact details. -> Here’s Jack P.’s full contact view (content://contacts/people/jackp). Let me know if you want any edits.', 'turn 3: Ring 555-123-4567 up -> Placing a call to 555-123-4567...', ""turn 4: Add 555-123-4567 as 'Boss' and include an address '123 Business Rd' -> Boss has been added to your contacts with phone 555-123-4567 and address 123 Business Rd. You can view it here: content://contacts/people/boss""]"	Navigate to that address	View the contact details for content://contacts/people/emergency_services	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Business Rd'}}	ACTION_EDIT_CONTACT-66-ACTION_VIEW_CONTACT-1-dial-1-ACTION_INSERT_CONTACT-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_SET_TIMER', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_SHOW_TIMERS', 'send_email', 'ACTION_VIDEO_CAPTURE']
"[""turn 1: Make sure Rebecca's contact at content://contacts/people/rebecca includes the address 5 Broadway St, her company Broadway Inc, and email rebecca@broadway.com. -> Rebecca’s contact has been enriched with all the details—Address: 5 Broadway St, Company: Broadway Inc, Email: rebecca@broadway.com. (URI: content://contacts/people/rebecca)"", 'turn 2: What timers are currently counting down on my device? -> Here are your active timers:\n• 7 minutes left on Laundry\n• 12 minutes left on Meditation\n• 3 minutes left on Tea steeping', 'turn 3: Add another 5-minute timer for stretching -> 5-minute stretching timer is now active.', 'turn 4: I need to select documents in both text and PDF formats. I plan to pick more than one file; please enable multiple selections. -> Opening document picker for text and PDF files—you can pick more than one.']"	Navigate to that address	Navigate to 5 Broadway St	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '5 Broadway St'}}	ACTION_EDIT_CONTACT-109-ACTION_SHOW_TIMERS-1_NR-ACTION_SET_TIMER-1-ACTION_OPEN_DOCUMENT-1_NR-ACTION_NAVIGATE_TO_LOCATION-2	1	['ACTION_INSERT_CONTACT', 'ACTION_SHOW_ALARMS', 'open_settings', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_PICK']
"['turn 1: Could you change the company of contact content://contacts/people/steph to GameWorks and update the address to 50 Arcade Dr? -> Opening the editor for Steph (content://contacts/people/steph) with company GameWorks and address 50 Arcade Dr.', 'turn 2: I want to launch a file picker to select a PDF document from my cloud storage. -> Picker ready. You selected: content://drive/Proposal.pdf', ""turn 3: Forward content://drive/Proposal.pdf to +1 (555) 333-0000 saying 'Here's the proposal for your review.' -> Proposal sent to +1 (555) 333-0000."", 'turn 4: Can you show the texts I recently sent? -> Sent SMS/MMS: +1 (555) 333-0000 – ""Here\'s the proposal for your review.""']"	Take me to that address	Take me to 50 Arcade Dr	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '50 Arcade Dr'}}	ACTION_EDIT_CONTACT-91-ACTION_OPEN_DOCUMENT-1_NR-send_message-1-ACTION_VIEW_SENT_MESSAGES-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_VIEW_WEB_HISTORY', 'get_contact_info', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_OPEN_CONTENT', 'dial']
"[""turn 1: Please change Kate's phone from 9876543210 to 0123456789 at content://contacts/people/kate_l. -> Done! Kate’s phone number has been updated to 0123456789."", 'turn 2: Open content://contacts/people/kate_l contact’s info. -> All set—here’s Kate L.’s contact info (content://contacts/people/kate_l).', 'turn 3: Add 123 Elm Street, Springfield to Kate L.’s contact info (content://contacts/people/kate_l) -> Success! Added “123 Elm Street, Springfield” to Kate L.’s contact. Updated URI: content://contacts/people/kate_l', 'turn 4: Find 123 Elm Street, Springfield on a map. -> Pin’s in place at 123 Elm Street, Springfield. Take a look!']"	Take me to her address	Take me to 123 Elm Street, Springfield address	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Elm Street, Springfield'}}	ACTION_EDIT_CONTACT-67-ACTION_VIEW_CONTACT-1-ACTION_EDIT_CONTACT-1-search_location-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_IMAGE_CAPTURE', 'send_email', 'send_message', 'play_music']
['turn 1: Modify Jack’s email to jack@newmail.com and address to 42 Wallaby Way, Sydney. Contact: content://contacts/people/jackp. -> All set! Jack’s email is now jack@newmail.com and his address is updated to 42 Wallaby Way, Sydney.', 'turn 2: Show me content://contacts/people/jackp contact details. -> Here’s Jack P.’s full contact view (content://contacts/people/jackp). Let me know if you want any edits.', 'turn 3: Ring 555-123-4567 up -> Placing a call to 555-123-4567...', 'turn 4: I require my video camera to be launched, please open the video recording mode. -> Video camera app is up and running. You can begin recording.']	Start navigation to that location	Start navigation to 42 Wallaby Way, Sydney	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '42 Wallaby Way, Sydney'}}	ACTION_EDIT_CONTACT-66-ACTION_VIEW_CONTACT-1-dial-1-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_OPEN_DOCUMENT', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_RECENT_APPS', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_EDIT_VIDEO']
"[""turn 1: Please change Kate's phone from 9876543210 to 0123456789 at content://contacts/people/kate_l. -> Done! Kate’s phone number has been updated to 0123456789."", 'turn 2: Open content://contacts/people/kate_l contact’s info. -> All set—here’s Kate L.’s contact info (content://contacts/people/kate_l).', 'turn 3: Add 123 Elm Street, Springfield to Kate L.’s contact info (content://contacts/people/kate_l) -> Success! Added “123 Elm Street, Springfield” to Kate L.’s contact. Updated URI: content://contacts/people/kate_l', ""turn 4: Send Kate L. a message saying 'Just added your new address: 123 Elm Street, Springfield. Let me know if it's correct.' -> All set—message successfully sent to Kate L.""]"	Get directions to that contact's address.	Get directions to Kate L.'s address.	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Elm Street, Springfield'}}	ACTION_EDIT_CONTACT-67-ACTION_VIEW_CONTACT-1-ACTION_EDIT_CONTACT-1-send_message-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_SHOW_ALARMS', 'ACTION_NAVIGATE_TO_LOCATION', 'get_contact_info', 'send_message', 'ACTION_IMAGE_CAPTURE']
"[""turn 1: Hey, let's fix Natalie Reed's phone and address in content://contacts/people/natalie_r. New phone: 555-0001, address: 123 Oak Lane. -> Got it! Opening the contact editor for Natalie Reed (URI: content://contacts/people/natalie_r) with phone 555-0001 and address 123 Oak Lane."", ""turn 2: I'd like to capture a moment; please start the still-image camera. -> Your still camera is up; let's capture a great shot."", 'turn 3: Choose the last photo -> Got it – here’s your last photo: content://temp/last_capture.jpg', 'turn 4: Open content://temp/last_capture.jpg image -> Launching content://temp/last_capture.jpg.']"	Navigate to that address	Navigate to 5 Broadway St	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Oak Lane'}}	ACTION_EDIT_CONTACT-89-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_OPEN_CONTENT-1-ACTION_NAVIGATE_TO_LOCATION-2	1	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_RECENT_APPS', 'ACTION_SHOW_TIMERS', 'ACTION_SET_ALARM', 'send_message']
"[""turn 1: Make sure Rebecca's contact at content://contacts/people/rebecca includes the address 5 Broadway St, her company Broadway Inc, and email rebecca@broadway.com. -> Rebecca’s contact has been enriched with all the details—Address: 5 Broadway St, Company: Broadway Inc, Email: rebecca@broadway.com. (URI: content://contacts/people/rebecca)"", 'turn 2: What timers are currently counting down on my device? -> Here are your active timers:\n• 7 minutes left on Laundry\n• 12 minutes left on Meditation\n• 3 minutes left on Tea steeping', 'turn 3: Could you trigger the video camera to record footage of my surroundings? -> Launching video camera… All set!', 'turn 4: Capture a short video and save it to content://videos/my_surroundings.mp4 -> Your video has been recorded successfully and saved to content://videos/my_surroundings.mp4.']"	Navigate to that address	Navigate to 123 Oak Lane	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '5 Broadway St'}}	ACTION_EDIT_CONTACT-109-ACTION_SHOW_TIMERS-1_NR-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIDEO_CAPTURE-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_IMAGE_CAPTURE', 'ACTION_VIEW_RECENT_APPS', 'ACTION_OPEN_DOCUMENT', 'ACTION_OPEN_CONTENT']
"['turn 1: Hey, please update the address and email for Frank (URI: content://contacts/people/frank). Address: 55 Maple Ave, Boston. Email: frank@maple.com -> Alright, opening Frank’s contact. You can fill in the address 55 Maple Ave, Boston and email frank@maple.com.', 'turn 2: Show me where 55 Maple Ave, Boston is. -> Mapping 55 Maple Ave: 55 Maple Ave, Boston, MA 02134, USA—take a look!', 'turn 3: Guide me to 55 Maple Ave, Boston. -> Launching navigation to 55 Maple Ave, Boston. Enjoy the ride!', ""turn 4: Find recent studies on the advantages of meditation. -> Search results for 'advantages of meditation recent studies': Evidence highlights stress reduction, enhanced cognitive performance, and better emotional regulation.""]"	Navigate to that address	Navigate to 55 Maple Ave, Boston	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '55 Maple Ave, Boston'}}	ACTION_EDIT_CONTACT-62-search_location-1-ACTION_NAVIGATE_TO_LOCATION-1-web_search-1_NR-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_SHOW_ALARMS', 'ACTION_VIDEO_CAPTURE', 'send_message', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_SHOW_TIMERS']
"[""turn 1: Hey, let's fix Natalie Reed's phone and address in content://contacts/people/natalie_r. New phone: 555-0001, address: 123 Oak Lane. -> Got it! Opening the contact editor for Natalie Reed (URI: content://contacts/people/natalie_r) with phone 555-0001 and address 123 Oak Lane."", ""turn 2: I'd like to capture a moment; please start the still-image camera. -> Your still camera is up; let's capture a great shot."", 'turn 3: Take a quick selfie. -> Your quick selfie is ready: content://media/external/images/media/selfie_20240702_180030.jpg', ""turn 4: I'm curious about recent advances in quantum computing; can you look it up? -> Searching for 'recent advances in quantum computing': Retrieved summaries of latest breakthroughs, key research papers, and industry applications.""]"	Navigate there	Start navigation to City Stadium	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Oak Lane'}}	ACTION_EDIT_CONTACT-89-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_IMAGE_CAPTURE-1-web_search-1_NR-ACTION_NAVIGATE_TO_LOCATION-1	1	['get_contact_info_from_uri', 'ACTION_INSERT_EVENT', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_CREATE_DOCUMENT', 'ACTION_SET_TIMER']
['turn 1: Modify Jack’s email to jack@newmail.com and address to 42 Wallaby Way, Sydney. Contact: content://contacts/people/jackp. -> All set! Jack’s email is now jack@newmail.com and his address is updated to 42 Wallaby Way, Sydney.', 'turn 2: Show me content://contacts/people/jackp contact details. -> Here’s Jack P.’s full contact view (content://contacts/people/jackp). Let me know if you want any edits.', 'turn 3: Ring 555-123-4567 up -> Placing a call to 555-123-4567...', 'turn 4: What are my latest calls? -> Here’s the list of your latest calls:\n• 555-123-4567 (Outgoing) – Today, 3:05\xa0PM\n• 555-0155 (Incoming) – Yesterday, 2:00\xa0PM\n• 555-9876 (Missed) – June\xa010, 6:45\xa0PM']	Get directions there	Guide me to Hall C	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '42 Wallaby Way, Sydney'}}	ACTION_EDIT_CONTACT-66-ACTION_VIEW_CONTACT-1-dial-1-ACTION_VIEW_CALL_LOG-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_INSERT_EVENT', 'ACTION_VIEW_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION', 'launch_application', 'ACTION_SET_ALARM']
"[""turn 1: Hey, let's fix Natalie Reed's phone and address in content://contacts/people/natalie_r. New phone: 555-0001, address: 123 Oak Lane. -> Got it! Opening the contact editor for Natalie Reed (URI: content://contacts/people/natalie_r) with phone 555-0001 and address 123 Oak Lane."", ""turn 2: I'd like to capture a moment; please start the still-image camera. -> Your still camera is up; let's capture a great shot."", 'turn 3: Choose the last photo -> Got it – here’s your last photo: content://temp/last_capture.jpg', ""turn 4: Create a new PDF named PhotoCapture.pdf with content://temp/last_capture.jpg image -> Created! Check out 'PhotoCapture.pdf' at content://documents/PhotoCapture.pdf.""]"	Plot a route there	Plot a route to 123 Oak Lane	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Oak Lane'}}	ACTION_EDIT_CONTACT-89-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_CREATE_DOCUMENT-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_OPEN_DOCUMENT', 'search_location', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_GET_RINGTONE', 'ACTION_SHOW_ALARMS']
"[""turn 1: Book a seminar 'Leadership Essentials' for October 15, 2024, 2PM–5PM in Hall C. Note: Management training. -> Seminar “Leadership Essentials” (Management training) on October 15, 2024, 2:00\xa0PM–5:00\xa0PM at Hall\xa0C has been added. More info: content://calendar/event/9"", 'turn 2: Display content://calendar/event/9 details. -> Leadership Essentials seminar: October\xa015, 2024, 2:00\xa0PM–5:00\xa0PM at Hall\xa0C. Topic: Management training.', 'turn 3: Please select content://media/glittering_tone as the ringtone for my device. -> Sparkle on—you’re all set with “glittering_tone” as your new ringtone!', 'turn 4: Can I pick a different ringtone instead of content://media/glittering_tone? -> Opening ringtone picker so you can try out different tones. Pick whichever suits you.']"	Guide me to that venue	Get directions to 42 Wallaby Way, Sydney	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'Hall C'}}	ACTION_INSERT_EVENT-464-ACTION_VIEW_EVENT-1-ACTION_SET_RINGTONE-1_NR-ACTION_GET_RINGTONE-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_OPEN_DOCUMENT', 'get_contact_info', 'search_location', 'launch_application']
